seed,pair,direction,backbone,n_species,selected_species,accuracy,failure,chance_accuracy,mmd2
5,BFS46<->FSDM41,BFS46->FSDM41,efficientnet_b3,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.15151515151515152,0.8484848484848485,0.25,0.182768166065216
5,BFS46<->FSDM41,FSDM41->BFS46,efficientnet_b3,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.3114754098360656,0.6885245901639344,0.25,0.1827684044837951
5,BFS46<->FSDM41,BFS46->FSDM41,convnext_tiny,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.21212121212121213,0.7878787878787878,0.25,0.2286022901535034
5,BFS46<->FSDM41,FSDM41->BFS46,convnext_tiny,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.25136612021857924,0.7486338797814207,0.25,0.2286021709442138
5,BFS46<->FSDM41,BFS46->FSDM41,swin_tiny,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.26406926406926406,0.7359307359307359,0.25,0.2057365775108337
5,BFS46<->FSDM41,FSDM41->BFS46,swin_tiny,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.4972677595628415,0.5027322404371585,0.25,0.2057366967201233
5,BFS46<->FSDM41,BFS46->FSDM41,dinov2_b,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.4155844155844156,0.5844155844155844,0.25,0.2539432048797607
5,BFS46<->FSDM41,FSDM41->BFS46,dinov2_b,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.46994535519125685,0.5300546448087431,0.25,0.2539430856704712
5,BFS46<->FSDM41,BFS46->FSDM41,hrnet32,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.09523809523809523,0.9047619047619048,0.25,0.2397181391716003
5,BFS46<->FSDM41,FSDM41->BFS46,hrnet32,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.3333333333333333,0.6666666666666667,0.25,0.2397182583808899
5,BFS46<->FSDM41,BFS46->FSDM41,mobilenetv3,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.2727272727272727,0.7272727272727273,0.25,0.2092472910881042
5,BFS46<->FSDM41,FSDM41->BFS46,mobilenetv3,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.4644808743169399,0.53551912568306,0.25,0.2092474102973938
6,BFS46<->FSDM41,BFS46->FSDM41,resnet50,4,Cedrela fissilis Vell.|Cedrelinga cateniformis (Ducke) Ducke|Erisma uncinatum Warm.|Ocotea porosa (Mez) Barroso,0.20883534136546184,0.7911646586345382,0.25,0.1727101802825927
6,BFS46<->FSDM41,FSDM41->BFS46,resnet50,4,Cedrela fissilis Vell.|Cedrelinga cateniformis (Ducke) Ducke|Erisma uncinatum Warm.|Ocotea porosa (Mez) Barroso,0.07329842931937172,0.9267015706806283,0.25,0.1727101802825927
6,BFS46<->FSDM41,BFS46->FSDM41,efficientnet_b3,4,Cedrela fissilis Vell.|Cedrelinga cateniformis (Ducke) Ducke|Erisma uncinatum Warm.|Ocotea porosa (Mez) Barroso,0.21285140562248997,0.7871485943775101,0.25,0.1984221935272216
6,BFS46<->FSDM41,FSDM41->BFS46,efficientnet_b3,4,Cedrela fissilis Vell.|Cedrelinga cateniformis (Ducke) Ducke|Erisma uncinatum Warm.|Ocotea porosa (Mez) Barroso,0.2670157068062827,0.7329842931937173,0.25,0.1984221935272216
6,BFS46<->FSDM41,BFS46->FSDM41,convnext_tiny,4,Cedrela fissilis Vell.|Cedrelinga cateniformis (Ducke) Ducke|Erisma uncinatum Warm.|Ocotea porosa (Mez) Barroso,0.1566265060240964,0.8433734939759037,0.25,0.1684106588363647
