detector,heldout_family,target_train_fpr,threshold,test_failure_rate,tpr,fpr,precision,n,tp,fp,fn,tn
ref_mahalanobis_delta,pixelate,0.1,2258.676909685696,0.8869047619047619,0.6174496644295302,0.05263157894736842,0.989247311827957,168,92,1,57,18
ref_mahalanobis_delta,red_channel_shift,0.05,3691.18073468945,0.022321428571428572,0.0,0.0,,224,0,0,5,219
ref_mahalanobis_delta,red_channel_shift,0.1,2450.8307334133024,0.022321428571428572,0.0,0.0091324200913242,0.0,224,0,2,5,217
ref_mahalanobis_delta,resize,0.05,3453.522522848622,0.19642857142857142,0.0,0.06666666666666667,0.0,168,0,9,33,126
ref_mahalanobis_delta,resize,0.1,2212.281450310122,0.19642857142857142,0.15151515151515152,0.16296296296296298,0.18518518518518517,168,5,22,28,113
ref_mahalanobis_delta,rotation,0.05,3520.4546676882733,0.42857142857142855,0.6041666666666666,0.0390625,0.9206349206349206,224,58,5,38,123
ref_mahalanobis_delta,rotation,0.1,2258.676909685696,0.42857142857142855,0.7395833333333334,0.0859375,0.8658536585365854,224,71,11,25,117
ref_mahalanobis_delta,scratch,0.05,2740.9444658869106,0.4107142857142857,0.927536231884058,0.5858585858585859,0.5245901639344263,168,64,58,5,41
ref_mahalanobis_delta,scratch,0.1,1864.7817478088105,0.4107142857142857,0.9565217391304348,0.797979797979798,0.45517241379310347,168,66,79,3,20
ref_mahalanobis_delta,shot_noise,0.05,3490.926039575532,0.8214285714285714,0.2028985507246377,0.1,0.9032258064516129,168,28,3,110,27
ref_mahalanobis_delta,shot_noise,0.1,2219.887045583767,0.8214285714285714,0.4927536231884058,0.26666666666666666,0.8947368421052632,168,68,8,70,22
ref_mahalanobis_delta,zoom_blur,0.05,3493.733621530966,0.8690476190476191,0.6712328767123288,0.09090909090909091,0.98,168,98,2,48,20
ref_mahalanobis_delta,zoom_blur,0.1,2232.5471226165296,0.8690476190476191,0.8561643835616438,0.18181818181818182,0.9689922480620154,168,125,4,21,18
ref_mahalanobis,blue_channel_shift,0.05,4334.095096500892,0.008928571428571428,0.0,0.0,,224,0,0,2,222
ref_mahalanobis,blue_channel_shift,0.1,3111.094469725372,0.008928571428571428,0.0,0.0,,224,0,0,2,222
ref_mahalanobis,compound,0.05,4111.278718388544,1.0,0.7976190476190477,,1.0,168,134,0,34,0
ref_mahalanobis,compound,0.1,2932.728075654188,1.0,0.8869047619047619,,1.0,168,149,0,19,0
ref_mahalanobis,compound_digital,0.05,4111.278718388544,0.8630952380952381,0.4827586206896552,0.043478260869565216,0.9859154929577465,168,70,1,75,22
ref_mahalanobis,compound_digital,0.1,2932.728075654188,0.8630952380952381,0.6689655172413793,0.08695652173913043,0.9797979797979798,168,97,2,48,21
ref_mahalanobis,compound_field,0.05,4111.278718388544,0.9583333333333334,0.6894409937888198,0.0,1.0,168,111,0,50,7
ref_mahalanobis,compound_field,0.1,2920.566120687049,0.9583333333333334,0.8571428571428571,0.14285714285714285,0.9928057553956835,168,138,1,23,6
ref_mahalanobis,compound_optical,0.05,4045.503145987152,0.8928571428571429,0.7266666666666667,0.2222222222222222,0.9646017699115044,168,109,4,41,14
ref_mahalanobis,compound_optical,0.1,2871.877148620554,0.8928571428571429,0.8533333333333334,0.3333333333333333,0.9552238805970149,168,128,6,22,12
ref_mahalanobis,contrast,0.05,4334.095096500892,0.0,,0.0,,224,0,0,0,224
ref_mahalanobis,contrast,0.1,3111.094469725372,0.0,,0.0,,224,0,0,0,224
ref_mahalanobis,defocus_blur,0.05,4096.158003166536,0.8785714285714286,0.6219512195121951,0.058823529411764705,0.9870967741935484,280,153,2,93,32
ref_mahalanobis,defocus_blur,0.1,2881.157589333764,0.8785714285714286,0.7926829268292683,0.17647058823529413,0.9701492537313433,280,195,6,51,28
ref_mahalanobis,gaussian_blur,0.05,4072.063767909213,0.9196428571428571,0.8155339805825242,0.14814814814814814,0.984375,336,252,4,57,23
ref_mahalanobis,gaussian_blur,0.1,2881.157589333764,0.9196428571428571,0.9223300970873787,0.18518518518518517,0.9827586206896551,336,285,5,24,22
ref_mahalanobis,gaussian_noise,0.05,4175.964060105031,0.35714285714285715,0.03333333333333333,0.018518518518518517,0.5,168,2,2,58,106
ref_mahalanobis,gaussian_noise,0.1,2974.852989595612,0.35714285714285715,0.23333333333333334,0.037037037037037035,0.7777777777777778,168,14,4,46,104
ref_mahalanobis,green_channel_shift,0.05,4221.104450685458,0.03571428571428571,0.0,0.018518518518518517,0.0,224,0,4,8,212
ref_mahalanobis,green_channel_shift,0.1,3015.392013321502,0.03571428571428571,0.25,0.05092592592592592,0.15384615384615385,224,2,11,6,205
ref_mahalanobis,illumination,0.05,4334.095096500892,0.0,,0.0,,224,0,0,0,224
ref_mahalanobis,illumination,0.1,3111.094469725372,0.0,,0.0,,224,0,0,0,224
ref_mahalanobis,impulse_noise,0.05,4175.964060105031,0.5714285714285714,0.020833333333333332,0.0,1.0,168,2,0,94,72
ref_mahalanobis,impulse_noise,0.1,2949.214417640117,0.5714285714285714,0.28125,0.08333333333333333,0.8181818181818182,168,27,6,69,66
ref_mahalanobis,jpeg,0.05,4004.4627345651897,0.30357142857142855,0.4823529411764706,0.08717948717948718,0.7068965517241379,280,41,17,44,178
ref_mahalanobis,jpeg,0.1,2714.885697220985,0.30357142857142855,0.6823529411764706,0.24615384615384617,0.5471698113207547,280,58,48,27,147
ref_mahalanobis,motion_blur,0.05,4121.16105947106,0.6607142857142857,0.34234234234234234,0.017543859649122806,0.9743589743589743,168,38,1,73,56
ref_mahalanobis,motion_blur,0.1,2920.566120687049,0.6607142857142857,0.5315315315315315,0.10526315789473684,0.9076923076923077,168,59,6,52,51
ref_mahalanobis,pixelate,0.05,4111.278718388544,0.8869047619047619,0.3959731543624161,0.05263157894736842,0.9833333333333333,168,59,1,90,18
ref_mahalanobis,pixelate,0.1,2949.214417640117,0.8869047619047619,0.6241610738255033,0.05263157894736842,0.9893617021276596,168,93,1,56,18
ref_mahalanobis,red_channel_shift,0.05,4334.095096500892,0.022321428571428572,0.0,0.0,,224,0,0,5,219
ref_mahalanobis,red_channel_shift,0.1,3107.0167886257072,0.022321428571428572,0.0,0.0045662100456621,0.0,224,0,1,5,218
ref_mahalanobis,resize,0.05,4072.063767909213,0.19642857142857142,0.030303030303030304,0.06666666666666667,0.1,168,1,9,32,126
ref_mahalanobis,resize,0.1,2850.912953957944,0.19642857142857142,0.18181818181818182,0.17037037037037037,0.20689655172413793,168,6,23,27,112
ref_mahalanobis,rotation,0.05,4121.16105947106,0.42857142857142855,0.6145833333333334,0.0390625,0.921875,224,59,5,37,123
ref_mahalanobis,rotation,0.1,2949.214417640117,0.42857142857142855,0.7395833333333334,0.0859375,0.8658536585365854,224,71,11,25,117
ref_mahalanobis,scratch,0.05,3368.042938364152,0.4107142857142857,0.9130434782608695,0.5959595959595959,0.5163934426229508,168,63,59,6,40
ref_mahalanobis,scratch,0.1,2523.411313176369,0.4107142857142857,0.9565217391304348,0.797979797979798,0.45517241379310347,168,66,79,3,20
ref_mahalanobis,shot_noise,0.05,4080.1845746731306,0.8214285714285714,0.21014492753623187,0.1,0.90625,168,29,3,109,27
ref_mahalanobis,shot_noise,0.1,2871.877148620554,0.8214285714285714,0.5144927536231884,0.26666666666666666,0.8987341772151899,168,71,8,67,22
ref_mahalanobis,zoom_blur,0.05,4096.158003166536,0.8690476190476191,0.6986301369863014,0.09090909090909091,0.9807692307692307,168,102,2,44,20
ref_mahalanobis,zoom_blur,0.1,2881.157589333764,0.8690476190476191,0.8424657534246576,0.22727272727272727,0.9609375,168,123,5,23,17
paired_feature_drift_oracle,blue_channel_shift,0.05,0.3257582187652588,0.008928571428571428,0.0,0.0,,224,0,0,2,222
paired_feature_drift_oracle,blue_channel_shift,0.1,0.2659315466880798,0.008928571428571428,0.0,0.0,,224,0,0,2,222
paired_feature_drift_oracle,compound,0.05,0.3163159489631653,1.0,0.9821428571428571,,1.0,168,165,0,3,0
paired_feature_drift_oracle,compound,0.1,0.2576459050178528,1.0,0.9940476190476191,,1.0,168,167,0,1,0
paired_feature_drift_oracle,compound_digital,0.05,0.3163159489631653,0.8630952380952381,0.8758620689655172,0.043478260869565216,0.9921875,168,127,1,18,22
paired_feature_drift_oracle,compound_digital,0.1,0.2572600245475769,0.8630952380952381,0.9448275862068966,0.13043478260869565,0.9785714285714285,168,137,3,8,20
paired_feature_drift_oracle,compound_field,0.05,0.3157574534416199,0.9583333333333334,0.9192546583850931,0.2857142857142857,0.9866666666666667,168,148,2,13,5
paired_feature_drift_oracle,compound_field,0.1,0.2566848993301391,0.9583333333333334,0.968944099378882,0.5714285714285714,0.975,168,156,4,5,3
paired_feature_drift_oracle,compound_optical,0.05,0.3127034306526184,0.8928571428571429,0.92,0.3333333333333333,0.9583333333333334,168,138,6,12,12
paired_feature_drift_oracle,compound_optical,0.1,0.2556560635566711,0.8928571428571429,0.9666666666666667,0.5,0.9415584415584416,168,145,9,5,9
paired_feature_drift_oracle,contrast,0.05,0.3257582187652588,0.0,,0.0,,224,0,0,0,224
paired_feature_drift_oracle,contrast,0.1,0.2659315466880798,0.0,,0.0,,224,0,0,0,224
paired_feature_drift_oracle,defocus_blur,0.05,0.3145460784435272,0.8785714285714286,0.9024390243902439,0.14705882352941177,0.9779735682819384,280,222,5,24,29
paired_feature_drift_oracle,defocus_blur,0.1,0.2545076012611389,0.8785714285714286,0.959349593495935,0.4411764705882353,0.9402390438247012,280,236,15,10,19
paired_feature_drift_oracle,gaussian_blur,0.05,0.3134873807430267,0.9196428571428571,0.9741100323624595,0.2222222222222222,0.9804560260586319,336,301,6,8,21
paired_feature_drift_oracle,gaussian_blur,0.1,0.2557085454463959,0.9196428571428571,0.9870550161812298,0.3333333333333333,0.9713375796178344,336,305,9,4,18
paired_feature_drift_oracle,gaussian_noise,0.05,0.3173069059848785,0.35714285714285715,0.43333333333333335,0.009259259259259259,0.9629629629629629,168,26,1,34,107
paired_feature_drift_oracle,gaussian_noise,0.1,0.2592770457267761,0.35714285714285715,0.7,0.046296296296296294,0.8936170212765957,168,42,5,18,103
paired_feature_drift_oracle,green_channel_shift,0.05,0.3241212368011474,0.03571428571428571,0.25,0.0,1.0,224,2,0,6,216
paired_feature_drift_oracle,green_channel_shift,0.1,0.2656076550483703,0.03571428571428571,0.5,0.004629629629629629,0.8,224,4,1,4,215
paired_feature_drift_oracle,illumination,0.05,0.3257582187652588,0.0,,0.0,,224,0,0,0,224
paired_feature_drift_oracle,illumination,0.1,0.2659315466880798,0.0,,0.0,,224,0,0,0,224
paired_feature_drift_oracle,impulse_noise,0.05,0.3166899383068084,0.5714285714285714,0.625,0.013888888888888888,0.9836065573770492,168,60,1,36,71
paired_feature_drift_oracle,impulse_noise,0.1,0.2576459050178528,0.5714285714285714,0.8333333333333334,0.09722222222222222,0.9195402298850575,168,80,7,16,65
paired_feature_drift_oracle,jpeg,0.05,0.3091134130954742,0.30357142857142855,0.788235294117647,0.09743589743589744,0.7790697674418605,280,67,19,18,176
paired_feature_drift_oracle,jpeg,0.1,0.2527259290218353,0.30357142857142855,0.8941176470588236,0.19487179487179487,0.6666666666666666,280,76,38,9,157
paired_feature_drift_oracle,motion_blur,0.05,0.3163159489631653,0.6607142857142857,0.7657657657657657,0.03508771929824561,0.9770114942528736,168,85,2,26,55
paired_feature_drift_oracle,motion_blur,0.1,0.2578614056110382,0.6607142857142857,0.8648648648648649,0.07017543859649122,0.96,168,96,4,15,53
paired_feature_drift_oracle,pixelate,0.05,0.3164023756980896,0.8869047619047619,0.8389261744966443,0.0,1.0,168,125,0,24,19
paired_feature_drift_oracle,pixelate,0.1,0.2576459050178528,0.8869047619047619,0.9395973154362416,0.10526315789473684,0.9859154929577465,168,140,2,9,17
paired_feature_drift_oracle,red_channel_shift,0.05,0.3257582187652588,0.022321428571428572,0.0,0.0,,224,0,0,5,219
paired_feature_drift_oracle,red_channel_shift,0.1,0.2659315466880798,0.022321428571428572,0.0,0.0,,224,0,0,5,219
paired_feature_drift_oracle,resize,0.05,0.3134873807430267,0.19642857142857142,0.45454545454545453,0.08148148148148149,0.5769230769230769,168,15,11,18,124
paired_feature_drift_oracle,resize,0.1,0.2540815770626068,0.19642857142857142,0.7272727272727273,0.2074074074074074,0.46153846153846156,168,24,28,9,107
paired_feature_drift_oracle,rotation,0.05,0.3155205845832824,0.42857142857142855,0.90625,0.0703125,0.90625,224,87,9,9,119
paired_feature_drift_oracle,rotation,0.1,0.2563767433166504,0.42857142857142855,0.9270833333333334,0.1328125,0.839622641509434,224,89,17,7,111
paired_feature_drift_oracle,scratch,0.05,0.2918625771999359,0.4107142857142857,0.927536231884058,0.3939393939393939,0.6213592233009708,168,64,39,5,60
paired_feature_drift_oracle,scratch,0.1,0.2435168176889419,0.4107142857142857,0.9710144927536232,0.5151515151515151,0.5677966101694916,168,67,51,2,48
paired_feature_drift_oracle,shot_noise,0.05,0.3157574534416199,0.8214285714285714,0.7536231884057971,0.1,0.9719626168224299,168,104,3,34,27
paired_feature_drift_oracle,shot_noise,0.1,0.255111813545227,0.8214285714285714,0.8840579710144928,0.43333333333333335,0.9037037037037037,168,122,13,16,17
paired_feature_drift_oracle,zoom_blur,0.05,0.3127034306526184,0.8690476190476191,0.8835616438356164,0.3181818181818182,0.9485294117647058,168,129,7,17,15
paired_feature_drift_oracle,zoom_blur,0.1,0.2552299499511719,0.8690476190476191,0.9726027397260274,0.5,0.9281045751633987,168,142,11,4,11
