bootstrap_id,slope,intercept,r,r_squared,n
238,1.0648095295933568,-0.07093633745692857,0.9095331981127752,0.8272506384692528,1582
239,1.0471702210875056,-0.07381784082407578,0.9098015506538322,0.8277388615721175,1582
240,1.0683675537804787,-0.07287832103560704,0.9091758690867302,0.8266007609296112,1638
241,1.043428102347765,-0.06976389674306466,0.9172379351200003,0.8413254296232019,1621
242,1.0573743599022611,-0.0707342594995023,0.9166558758163114,0.8402579946685689,1588
243,1.03315993128159,-0.07245039428177966,0.9049402196886014,0.8189168012100542,1603
244,1.0262661615491038,-0.06669598015703254,0.9100123951969593,0.8281225594121069,1607
245,1.0120658575918449,-0.06930794332511847,0.8986708652954009,0.8076093241307845,1596
246,1.0547971592488532,-0.07545925210764898,0.908129673421262,0.8246995037482081,1601
247,1.0544496753408363,-0.06493412698585721,0.9116155208308173,0.8310428578196423,1583
248,1.066532425445809,-0.0739243880695239,0.9115112211380397,0.8308527062605604,1599
249,1.006098021465755,-0.06530047361452845,0.9100258880491326,0.8281471169196125,1587
250,1.0621078233918066,-0.07970958416926871,0.905993845178413,0.8208248475011661,1586
251,0.9973245184421994,-0.06899477183851432,0.9051546360506393,0.8193049151639653,1580
252,1.0205731286118191,-0.06950970901358644,0.9168168576284105,0.840553150431633,1581
253,1.0465685173893653,-0.0700445765738201,0.905197860244149,0.819383166190586,1599
254,1.0456245216922417,-0.06867711400019733,0.8974191814787119,0.8053611872859213,1584
255,1.0640623316639608,-0.0717665293598212,0.9122897697943304,0.8322726240713924,1613
256,1.0373022615101122,-0.07273328513119173,0.9094367893368326,0.8270752737992864,1604
257,1.0298699724927927,-0.07351471682002544,0.9167700562331563,0.8404673360057446,1565
258,1.0531354946599547,-0.07593933691837246,0.9131382772363811,0.8338215133542259,1613
259,1.0179919731187888,-0.06977928820423973,0.9091676524199459,0.8265858202067956,1592
260,1.059067021642011,-0.07048842954286122,0.8975948637431413,0.8056765394180685,1568
261,1.0310267851996782,-0.07095469231891322,0.9068513913594451,0.8223794460105616,1591
262,1.0386242765691116,-0.0720770968942126,0.9038193094395808,0.8168893441158407,1566
263,1.0198631551706248,-0.06906688695735566,0.9143899747782315,0.8361090259749347,1608
