backbone,mag_a,mag_b,image_idx,csi,csi_bo,csi_hungarian,csi_permutation_gap
resnet50,VN26_x10,VN26_x50,17,0.2016197084278606,0.2016197084278606,0.4435945451254826,0.241974836697622
resnet50,VN26_x10,VN26_x50,18,0.0796438413450752,0.0796438413450752,0.3856875496480752,0.30604370830300004
resnet50,VN26_x10,VN26_x50,19,0.16169239586427006,0.16169239586427006,0.42181023057471373,0.2601178347104437
resnet50,VN26_x10,VN26_x50,20,0.20709851887621475,0.20709851887621475,0.3714347263223985,0.16433620744618374
resnet50,VN26_x10,VN26_x50,21,0.6577713116496599,0.6577713116496599,0.6577713116496599,0.0
resnet50,VN26_x10,VN26_x50,22,0.2042972665640351,0.2042972665640351,0.24030105064511365,0.036003784081078544
resnet50,VN26_x10,VN26_x50,23,0.588425664960833,0.588425664960833,0.588425664960833,0.0
resnet50,VN26_x10,VN26_x50,24,0.03913309572668035,0.03913309572668035,0.2356132036111903,0.19648010788450998
resnet50,VN26_x10,VN26_x50,25,0.3751129357993197,0.3751129357993197,0.6248870642006802,0.24977412840136048
resnet50,VN26_x10,VN26_x50,26,0.4214123713534626,0.4214123713534626,0.6175957899104465,0.1961834185569839
resnet50,VN26_x10,VN26_x50,27,0.05098492679547331,0.05098492679547331,0.31517062974519267,0.2641857029497193
resnet50,VN26_x10,VN26_x50,28,0.40985018192775097,0.40985018192775097,0.6181236530876356,0.20827347115988465
resnet50,VN26_x10,VN26_x50,29,0.6255689487813764,0.6255689487813764,0.6255689487813764,0.0
resnet50,VN26_x10,VN26_x50,30,0.2958123543361124,0.2958123543361124,0.39849005288650713,0.10267769855039471
resnet50,VN26_x10,VN26_x50,31,0.6080243195581942,0.6080243195581942,0.6080243195581942,0.0
resnet50,VN26_x10,VN26_x50,32,0.0005002133262714981,0.0005002133262714981,0.31749329373672314,0.31699308041045166
resnet50,VN26_x10,VN26_x50,33,0.14347588460110464,0.14347588460110464,0.14347588460110464,0.0
resnet50,VN26_x10,VN26_x50,34,0.6286141231151325,0.6286141231151325,0.6286141231151325,0.0
resnet50,VN26_x10,VN26_x50,35,0.2272045622542752,0.2272045622542752,0.2272045622542752,0.0
resnet50,VN26_x10,VN26_x50,36,0.5078960098303452,0.5078960098303452,0.5528504238877793,0.044954414057434056
resnet50,VN26_x10,VN26_x50,37,0.3021630527210884,0.3021630527210884,0.3021630527210884,0.0
resnet50,VN26_x10,VN26_x50,38,0.5797858205782312,0.5797858205782312,0.5797858205782312,0.0
resnet50,VN26_x10,VN26_x50,39,0.02510295624265929,0.02510295624265929,0.24156412216546144,0.21646116592280215
resnet50,VN26_x10,VN26_x50,40,0.45062048256802717,0.45062048256802717,0.5543546952385029,0.10373421267047572
resnet50,VN26_x10,VN26_x50,41,0.15879088167426234,0.15879088167426234,0.22332274521382167,0.06453186353955934
resnet50,VN26_x10,VN26_x50,42,0.049139258079342385,0.049139258079342385,0.20726299660263595,0.15812373852329356
