detector,heldout_family,train_n,test_n,test_failure_rate,threshold_from_train,train_best_f1,test_auc_roc,test_avg_precision,test_precision,test_recall,test_f1,test_fpr,tp,fp,fn,tn
paired_feature_drift_oracle,gaussian_blur,3920,336,0.9196428571428572,0.2628949582576751,0.9096225407015124,0.9821407167685484,0.9984199921263712,0.9713375796178344,0.9870550161812298,0.9791332263242376,0.3333333333333333,305,9,4,18
paired_feature_drift_oracle,gaussian_noise,4088,168,0.3571428571428571,0.258987158536911,0.922754769160418,0.9507716049382716,0.9127549614355388,0.8936170212765957,0.7,0.7850467289719626,0.0462962962962962,42,5,18,103
paired_feature_drift_oracle,green_channel_shift,4032,224,0.0357142857142857,0.258987158536911,0.9205192434080663,0.9519675925925926,0.5873286435786436,0.6666666666666666,0.5,0.5714285714285715,0.0092592592592592,4,2,4,214
paired_feature_drift_oracle,illumination,4032,224,0.0,0.2628949582576751,0.9194982891237422,,,0.0,0.0,0.0,0.0,0,0,0,224
paired_feature_drift_oracle,impulse_noise,4088,168,0.5714285714285714,0.258987158536911,0.92136428183075,0.9425636574074074,0.9606073511186844,0.9195402298850576,0.8333333333333334,0.8743169398907105,0.0972222222222222,80,7,16,65
paired_feature_drift_oracle,jpeg,3976,280,0.3035714285714285,0.2591734826564789,0.9265858868841944,0.9335746606334842,0.8654426064536878,0.6727272727272727,0.8705882352941177,0.7589743589743589,0.1846153846153846,74,36,11,159
paired_feature_drift_oracle,motion_blur,4088,168,0.6607142857142857,0.2628949582576751,0.9199808332326812,0.9560613244823772,0.9783120039077512,0.96,0.8648648648648649,0.9099526066350712,0.0701754385964912,96,4,15,53
paired_feature_drift_oracle,pixelate,4088,168,0.8869047619047619,0.2628949582576751,0.916727716227762,0.968562345460968,0.9960911464042372,0.9858156028368794,0.9328859060402684,0.9586206896551724,0.1052631578947368,139,2,10,17
paired_feature_drift_oracle,red_channel_shift,4032,224,0.0223214285714285,0.2628949582576751,0.9205479447055132,0.915068493150685,0.2041616025963852,0.0,0.0,0.0,0.0,0,0,5,219
paired_feature_drift_oracle,resize,4088,168,0.1964285714285714,0.258987158536911,0.9261744961443245,0.8132435465768798,0.5617177129322213,0.4705882352941176,0.7272727272727273,0.5714285714285714,0.2,24,27,9,108
paired_feature_drift_oracle,rotation,4032,224,0.4285714285714285,0.2628949582576751,0.9216061180468588,0.9778645833333334,0.9738178954279472,0.8380952380952381,0.9166666666666666,0.8756218905472636,0.1328125,88,17,8,111
paired_feature_drift_oracle,scratch,4088,168,0.4107142857142857,0.2631666660308838,0.9274327856051676,0.9145073927682624,0.9032979970941328,0.5945945945945946,0.9565217391304348,0.7333333333333334,0.4545454545454545,66,45,3,54
paired_feature_drift_oracle,shot_noise,4088,168,0.8214285714285714,0.2628949582576751,0.9210973532266822,0.8847826086956522,0.9739986102654484,0.9296875,0.8623188405797102,0.8947368421052632,0.3,119,9,19,21
paired_feature_drift_oracle,zoom_blur,4088,168,0.8690476190476191,0.2628949582576751,0.9178082186781024,0.9277708592777086,0.9887696688337344,0.9271523178807948,0.958904109589041,0.9427609427609428,0.5,140,11,6,11
